idhogar,rooms,r4m1,r4t1,paredblolad,pisomoscer,pisocemento,cielorazo,epared1,epared3,etecho1,etecho3,eviv1,eviv3,hogar_nin,edjefe,meaneduc,overcrowding,SQBescolari,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBmeaned,wall_material,floor_material,wall_quality,roof_quality,floor_quality,walls+roof+floor_quality,no_basic_facilities,extra_facilities,v18q-min,estadocivil1-sum,estadocivil1-mean,instlevel1-max,instlevel1-sum,instlevel1-mean,instlevel2-max,instlevel2-sum,instlevel2-mean,instlevel8-max,instlevel8-sum,instlevel8-mean,escolari-min,escolari-max,escolari-sum,escolari-mean,Target
9eb450831,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0,13.0,0.5,169,0,0,0.25,169.0,0,0,1,1,1,3,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,13,13,13,13.0,4
cebe8cd76,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,16.5,1.0,256,0,0,1.0,272.25,0,0,2,2,2,6,1,5,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,16,17,33,16.5,4
de5f39915,5,0,0,1,1,0,1,0,1,0,1,0,1,1,11.0,13.666667000000002,1.3333334,121,121,1,1.7777778999999998,186.77779,0,0,2,2,2,6,1,5,1,0,0.0,0,0,0.0,0,0,0.0,1,2,0.5,10,16,51,12.75,4
3eccaf038,7,0,0,1,1,0,1,0,1,0,1,0,1,0,15.0,14.333332999999998,1.5,225,225,0,2.25,205.44444,0,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,3,1.0,14,15,43,14.333333333333334,4
fda272904,4,0,0,1,1,0,1,0,1,0,1,0,1,0,14.0,14.0,2.0,196,196,0,4.0,196.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,14,14,28,14.0,4
2f4baea07,5,0,0,1,1,0,1,0,0,0,0,0,0,0,11.0,12.5,2.0,121,121,0,4.0,156.25,0,0,1,1,1,3,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,11,14,25,12.5,4
01ff6a086,5,0,0,1,1,0,1,0,0,0,0,0,0,0,5.0,2.5,1.0,25,25,0,1.0,6.25,0,0,1,1,1,3,1,3,0,0,0.0,1,1,0.5,1,1,0.5,0,0,0.0,0,5,5,2.5,4
f623c549b,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,12.0,1.0,225,0,0,1.0,144.0,0,0,2,2,2,6,1,5,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,9,15,24,12.0,4
bf1d89cb8,8,0,1,1,1,0,1,0,1,0,1,0,1,1,11.0,8.666667,1.0,121,121,1,1.0,75.111115,0,0,2,2,2,6,1,3,1,0,0.0,1,1,0.25,1,1,0.25,1,1,0.25,0,15,29,7.25,4
8e5f8c731,6,0,0,1,0,1,1,0,1,0,1,0,1,0,9.0,12.0,0.66666669,81,81,0,0.44444448,144.0,0,1,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,9,15,24,12.0,4
5f4043e63,5,0,0,1,1,0,0,1,0,1,0,1,0,0,0.0,6.0,1.6666666,36,0,0,2.7777777,36.0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,1,2,0.4,0,0,0.0,5,7,30,6.0,4
42881d49f,4,1,2,1,1,0,1,0,1,0,1,0,1,2,0.0,9.5,2.0,64,0,4,4.0,90.25,0,0,2,2,2,6,1,2,0,2,0.5,1,2,0.5,0,0,0.0,0,0,0.0,0,11,19,4.75,4
74a4bb60a,4,1,1,1,1,0,1,0,1,0,1,0,1,1,0.0,15.0,1.0,225,0,1,1.0,225.0,0,0,2,2,2,6,1,4,1,1,0.5,1,1,0.5,0,0,0.0,1,1,0.5,0,15,15,7.5,4
2477f3a5c,3,0,1,0,1,0,1,0,0,0,1,0,1,2,7.0,7.5,2.0,49,49,4,4.0,56.25,2,0,1,2,2,5,1,5,1,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,4,8,27,6.75,4
0efe3162b,4,0,0,0,1,0,0,1,0,1,0,1,0,1,0.0,12.0,1.0,81,0,1,1.0,144.0,2,0,0,0,0,0,2,4,1,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,3,9,12,6.0,3
b0e5fd9b2,4,1,1,1,0,0,1,0,1,0,1,0,1,1,0.0,7.75,1.6666666,36,0,1,2.7777777,60.0625,0,5,2,2,2,6,1,2,0,1,0.2,1,1,0.2,0,0,0.0,0,0,0.0,0,10,31,6.2,4
9041af664,8,1,1,1,1,0,1,0,1,0,1,0,1,3,21.0,18.0,1.25,441,441,9,1.5625,324.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,1,1,0.2,1,1,0.2,3,21,55,11.0,4
5463ebd0e,5,0,0,1,1,0,1,0,1,0,1,0,0,0,0.0,19.0,0.5,361,0,0,0.25,361.0,0,0,2,2,1,5,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,19,19,19,19.0,4
d2ed106ac,4,0,0,1,1,0,1,0,1,0,1,0,1,0,16.0,14.5,0.66666669,256,256,0,0.44444448,210.25,0,0,2,2,2,6,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,13,16,29,14.5,4
d3f101545,7,1,2,1,1,0,1,0,1,0,1,0,1,2,0.0,17.0,1.3333334,289,0,4,1.7777778999999998,289.0,0,0,2,2,2,6,1,3,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0.0,0,17,34,8.5,4
2fe198a91,3,0,0,1,1,0,1,0,1,0,1,0,1,0,15.0,15.0,0.5,225,225,0,0.25,225.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,15,15,15,15.0,4
264018917,5,0,0,1,1,0,1,0,1,0,1,0,1,0,7.0,10.0,1.0,49,49,0,1.0,100.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,7,13,20,10.0,4
57dddad7c,5,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,10.0,1.0,81,0,0,1.0,100.0,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,9,11,20,10.0,4
bf757e4cc,5,0,0,1,1,0,1,0,0,0,0,0,1,1,0.0,15.5,1.0,64,0,1,1.0,240.25,0,0,1,1,2,4,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,12,31,10.333333333333334,4
17498cd7c,5,0,1,1,1,0,1,0,1,0,1,0,1,2,17.0,17.0,1.3333334,289,289,4,1.7777778999999998,289.0,0,0,2,2,2,6,1,4,1,1,0.25,1,1,0.25,0,0,0.0,1,2,0.5,0,17,43,10.75,4
5c3f7725d,7,2,2,1,1,0,1,0,1,0,1,0,1,5,0.0,8.5,1.4,36,0,25,1.9599999,72.25,0,0,2,2,2,6,1,3,0,2,0.2857142857142857,1,2,0.2857142857142857,1,1,0.14285714285714285,0,0,0.0,0,11,36,5.142857142857143,3
fcf75bab3,7,0,0,1,1,0,1,0,1,0,1,0,1,1,8.0,9.5,1.0,64,64,1,1.0,90.25,0,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,11,26,8.666666666666666,4
fd22b4607,5,1,1,1,1,0,1,0,1,0,1,0,1,2,0.0,5.5,1.3333334,0,0,4,1.7777778999999998,30.25,0,0,2,2,2,6,1,3,1,1,0.25,1,1,0.25,0,0,0.0,1,1,0.25,0,11,18,4.5,4
0eaddb7f6,8,0,0,1,1,0,1,0,1,0,1,0,1,0,10.0,10.0,0.5,100,100,0,0.25,100.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,10,10,20,10.0,4
9d965603f,6,0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,11.0,1.0,64,0,1,1.0,121.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,8,14,32,10.666666666666666,4
6cc3b7ba7,6,0,1,1,1,0,1,0,0,0,0,1,0,1,0.0,17.0,0.66666669,289,0,1,0.44444448,289.0,0,0,1,1,0,2,1,4,0,1,0.5,1,1,0.5,0,0,0.0,0,0,0.0,0,17,17,8.5,4
6b79cb666,7,0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,16.5,1.25,196,0,1,1.5625,272.25,0,0,2,2,2,6,1,5,1,0,0.0,0,0,0.0,0,0,0.0,1,3,0.6,11,15,66,13.2,4
39f697073,5,0,0,1,1,0,1,0,1,1,0,0,1,0,0.0,1.0,0.5,1,0,0,0.25,1.0,0,0,2,0,2,4,1,3,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1,1.0,4
b0bef5a48,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0.0,8.0,2.0,64,0,1,4.0,64.0,3,1,0,0,1,1,2,2,0,1,0.5,1,1,0.5,0,0,0.0,0,0,0.0,0,8,8,4.0,1
4476ccd4c,10,2,4,1,1,0,1,0,0,0,0,0,1,4,6.0,6.2857141,1.8333334,36,36,16,3.3611112000000003,39.510201,0,0,1,1,2,4,1,3,0,4,0.36363636363636365,1,4,0.36363636363636365,1,1,0.09090909090909091,0,0,0.0,0,11,46,4.181818181818182,4
92001a726,4,1,3,1,1,0,1,0,1,0,1,0,1,3,0.0,6.0,3.0,36,0,9,9.0,36.0,0,0,2,2,2,6,1,2,0,2,0.3333333333333333,1,1,0.16666666666666666,1,2,0.3333333333333333,0,0,0.0,0,6,22,3.6666666666666665,4
209c483e7,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,9.0,0.66666669,36,0,0,0.44444448,81.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,6,12,18,9.0,4
31730de9f,6,0,0,1,1,0,0,0,1,0,0,0,1,0,8.0,8.0,0.66666669,64,64,0,0.44444448,64.0,0,0,2,1,2,5,2,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,8,8,8.0,4
17e26c0f0,4,0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,23.0,1.0,196,0,1,1.0,529.0,0,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,9,14,23,11.5,4
34414c259,3,0,0,1,1,0,0,0,1,0,0,0,1,0,6.0,8.5,2.0,36,36,0,4.0,72.25,0,0,2,1,2,5,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,17,8.5,4
7098674d2,7,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,16.0,0.66666669,289,0,0,0.44444448,256.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,15,17,32,16.0,4
6f1edad4e,9,0,0,1,1,0,1,0,1,0,1,0,1,0,11.0,10.25,0.80000001,121,121,0,0.64000005,105.0625,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,13,41,10.25,4
13c5661af,6,0,0,1,1,0,1,0,1,0,1,0,1,2,6.0,11.5,1.3333334,36,36,4,1.7777778999999998,132.25,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,5,11,28,7.0,4
8ac40302b,4,0,0,0,1,0,1,0,1,0,1,0,1,2,9.0,10.5,1.3333334,81,81,4,1.7777778999999998,110.25,2,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,7,12,36,9.0,4
200099351,5,0,0,1,0,0,0,0,1,1,0,0,1,0,0.0,9.0,0.66666669,100,0,0,0.44444448,81.0,0,5,2,0,2,4,2,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,10,18,9.0,4
43eede72e,5,0,0,1,1,0,1,0,1,0,0,0,1,0,2.0,3.5,0.66666669,4,4,0,0.44444448,12.25,0,0,2,1,2,5,1,2,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,2,5,7,3.5,4
223dab3ac,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,6.0,0.5,36,0,0,0.25,36.0,0,1,1,0,1,2,2,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,3
4b2b9ddff,5,0,1,1,1,0,1,0,1,0,1,0,1,1,0.0,8.5,1.5,121,0,1,2.25,72.25,0,0,2,2,2,6,1,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,11,17,5.666666666666667,3
15ca3021c,5,0,1,1,1,0,1,0,1,1,0,0,0,1,19.0,16.5,1.0,361,361,1,1.0,272.25,0,0,2,0,1,3,1,4,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,19,33,11.0,4
1012a6463,3,0,0,1,1,0,1,1,0,1,0,1,0,0,0.0,11.5,1.0,256,0,0,1.0,132.25,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,7,16,23,11.5,4
6a61e3d72,5,1,1,1,1,0,1,0,1,0,1,0,1,1,0.0,11.0,1.5,121,0,1,2.25,121.0,0,0,2,2,2,6,1,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,11,22,7.333333333333333,4
135334d8e,5,0,0,0,1,0,1,0,0,1,0,0,0,0,5.0,4.5,1.3333334,25,25,0,1.7777778999999998,20.25,1,0,1,0,1,2,1,2,0,0,0.0,0,0,0.0,1,3,0.75,0,0,0.0,3,6,18,4.5,2
417dbe72b,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,13.0,0.5,169,0,0,0.25,169.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,13,13,13,13.0,4
a4a41af05,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0,7.0,1.5,64,0,0,2.25,49.0,0,0,1,1,1,3,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,8,21,7.0,4
57d87865e,5,0,0,1,1,0,1,0,0,0,1,0,1,0,0.0,6.0,1.0,36,0,0,1.0,36.0,0,0,1,2,2,5,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,3
7bf86807a,5,0,2,1,0,1,1,0,1,0,1,0,1,3,0.0,4.5,2.5,0,0,9,6.25,20.25,0,1,2,2,2,6,1,3,0,1,0.2,1,2,0.4,1,1,0.2,0,0,0.0,0,10,24,4.8,3
d24c3215c,5,0,1,1,1,0,1,0,1,0,1,0,1,1,0.0,10.5,1.5,100,0,1,2.25,110.25,0,0,2,2,2,6,1,2,0,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,2,11,23,7.666666666666667,4
9a60dbbc3,4,0,0,1,0,0,0,1,0,1,0,1,0,0,15.0,10.5,1.0,225,225,0,1.0,110.25,0,5,0,0,0,0,2,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,6,15,21,10.5,4
c64f7aa91,4,0,0,1,0,1,1,1,0,1,0,1,0,1,6.0,6.5,1.5,36,36,1,2.25,42.25,0,1,0,0,0,0,1,3,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,7,20,6.666666666666667,4
0f9494d3a,5,1,1,0,1,0,0,0,1,1,0,0,0,2,0.0,4.3333335,1.6666666,25,0,4,2.7777777,18.777779,2,0,2,0,1,3,2,2,0,1,0.2,1,1,0.2,1,2,0.4,0,0,0.0,0,8,22,4.4,2
e62ca0063,5,1,1,1,0,1,1,0,0,0,1,0,1,2,11.0,10.0,1.3333334,121,121,4,1.7777778999999998,100.0,0,1,1,2,2,5,1,3,0,1,0.25,1,1,0.25,1,1,0.25,0,0,0.0,0,11,25,6.25,4
c865ef208,5,1,1,0,0,1,0,0,0,0,0,0,0,1,6.0,7.5,1.0,36,36,1,1.0,56.25,2,1,1,1,1,3,2,3,1,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,1,9,16,5.333333333333333,2
651241391,2,0,0,0,1,0,1,0,0,0,0,0,1,0,11.0,11.0,1.0,121,121,0,1.0,121.0,2,0,1,1,2,4,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11,11,11,11.0,4
061f8ffcf,7,0,0,1,1,0,1,0,1,0,1,0,0,0,6.0,8.0,1.3333334,36,36,0,1.7777778999999998,64.0,0,0,2,2,1,5,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,14,32,8.0,4
424acc2cf,4,0,0,1,1,0,0,0,1,1,0,0,1,0,0.0,8.0,1.0,64,0,0,1.0,64.0,0,0,2,0,2,4,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,8,8,8.0,4
0b42ed3af,4,0,0,1,0,1,1,0,0,1,0,0,0,0,0.0,3.5,1.0,36,0,0,1.0,12.25,0,1,1,0,1,2,1,2,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,1,6,7,3.5,3
a682960cb,4,0,0,1,1,0,1,0,1,0,1,0,1,0,9.0,8.333333,1.5,81,81,0,2.25,69.444443,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,9,25,8.333333333333334,4
9568e14f3,6,0,1,1,0,1,0,1,0,1,0,1,0,1,0.0,8.0,1.0,49,0,1,1.0,64.0,0,1,0,0,0,0,2,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,9,16,5.333333333333333,3
75f505df4,7,1,2,1,0,1,1,0,1,1,0,1,0,3,0.0,7.0,1.2,36,0,9,1.4400001,49.0,0,1,2,0,0,2,1,4,1,2,0.3333333333333333,1,2,0.3333333333333333,0,0,0.0,0,0,0.0,0,9,27,4.5,4
247d706e0,8,0,0,1,1,0,1,0,1,0,1,0,1,1,15.0,14.2,1.2,225,225,1,1.4400001,201.64,0,0,2,2,2,6,1,5,1,0,0.0,0,0,0.0,0,0,0.0,1,5,0.8333333333333334,10,15,81,13.5,4
6f541403e,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0,12.0,1.0,81,0,0,1.0,144.0,1,5,2,2,1,5,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,9,15,24,12.0,4
37731f46d,5,3,3,1,1,0,1,0,0,0,0,0,0,3,0.0,11.5,2.5,121,0,9,6.25,132.25,0,0,1,1,1,3,1,3,1,3,0.6,1,2,0.4,1,1,0.2,1,1,0.2,0,12,24,4.8,4
235cbd214,3,0,0,1,1,0,1,0,1,0,1,0,1,0,9.0,9.0,1.0,81,81,0,1.0,81.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,9,9,9,9.0,4
447e3446f,5,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0,6.0,0.5,36,0,0,0.25,36.0,1,1,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,2
e3a9c8aba,7,0,0,1,1,0,1,0,1,0,1,0,1,0,21.0,18.5,0.66666669,441,441,0,0.44444448,342.25,0,0,2,2,2,6,1,5,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,16,21,37,18.5,4
78711dc54,4,1,1,0,1,0,1,0,0,0,0,0,0,1,17.0,17.0,1.5,289,289,1,2.25,289.0,2,0,1,1,1,3,1,3,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,17,34,11.333333333333334,4
53659cebb,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,21.0,0.33333334,441,0,0,0.11111112,441.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,21,21,21,21.0,4
5e7506413,7,0,0,1,1,0,1,0,1,0,1,0,1,0,15.0,16.0,0.5,225,225,0,0.25,256.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,15,17,32,16.0,4
5f1665f1d,9,1,1,1,0,1,1,0,0,0,0,0,0,1,0.0,4.6666665,1.0,1,0,1,1.0,21.777777,0,1,1,1,1,3,1,1,0,1,0.25,1,1,0.25,1,1,0.25,0,0,0.0,0,7,14,3.5,4
f209c8c27,6,0,0,1,1,0,1,0,0,0,0,0,1,1,0.0,17.5,1.0,289,0,1,1.0,306.25,0,0,1,1,2,4,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,6,17,35,11.666666666666666,4
b8adfe034,4,0,0,0,1,0,1,0,1,0,1,0,1,1,8.0,8.0,1.0,64,64,1,1.0,64.0,1,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,8,14,7.0,4
1cd853db3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,6.0,9.25,1.3333334,36,36,0,1.7777778999999998,85.5625,4,0,1,1,1,3,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,12,37,9.25,4
4c50bf7e4,4,0,0,0,1,0,1,0,1,0,1,0,1,0,6.0,6.0,1.0,36,36,0,1.0,36.0,4,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,12,6.0,2
fbe69128f,5,0,0,0,1,0,1,0,1,0,1,0,1,0,15.0,12.0,0.66666669,225,225,0,0.44444448,144.0,1,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,9,15,24,12.0,4
59031eea1,5,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,9.0,1.0,36,36,0,1.0,81.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,6,15,27,9.0,4
9e616a0fa,6,0,1,1,1,0,1,0,0,0,0,0,0,1,11.0,9.75,1.25,121,121,1,1.5625,95.0625,0,0,1,1,1,3,1,2,0,0,0.0,0,0,0.0,1,1,0.2,0,0,0.0,4,11,43,8.6,4
778919bcb,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,7.666666499999999,1.5,36,0,0,2.25,58.777775,4,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,23,7.666666666666667,4
10949c36b,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,1.0,1.0,1,0,0,1.0,1.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,1,1,2,1.0,4
06804be1b,5,0,0,1,0,1,1,0,1,0,1,0,1,3,0.0,12.0,1.6666666,49,0,9,2.7777777,144.0,0,1,2,2,2,6,1,4,1,0,0.0,0,0,0.0,1,1,0.2,0,0,0.0,5,11,38,7.6,4
3641ce2d1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,2.0,2.0,1,1,0,4.0,4.0,1,5,1,1,1,3,1,2,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,1,3,4,2.0,2
daafc1281,5,0,0,1,1,0,0,0,0,0,0,0,0,2,6.0,9.0,1.3333334,36,36,4,1.7777778999999998,81.0,0,0,1,1,1,3,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,10,28,7.0,3
f62f54f9e,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0.0,10.333333,1.5,81,0,0,2.25,106.77777,0,1,2,1,1,4,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,9,11,31,10.333333333333334,4
362fd099b,5,2,2,1,0,1,0,0,0,0,0,0,0,2,0.0,9.5,1.3333334,36,0,4,1.7777778999999998,90.25,0,1,1,1,1,3,2,2,0,1,0.25,0,0,0.0,1,2,0.5,1,1,0.25,2,13,25,6.25,1
c42c5760e,6,0,1,0,1,0,0,0,0,0,1,0,1,3,4.0,9.0,1.25,16,16,9,1.5625,81.0,1,0,1,2,2,5,2,2,0,1,0.2,1,1,0.2,1,2,0.4,0,0,0.0,0,11,24,4.8,4
1239df1cc,3,0,0,1,1,0,1,0,1,0,1,0,1,2,9.0,12.0,2.0,81,81,4,4.0,144.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,30,7.5,4
2cf8c814f,3,0,0,0,1,0,1,0,0,0,0,0,1,0,17.0,17.0,0.5,289,289,0,0.25,289.0,4,0,1,1,2,4,1,4,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,17,17,17,17.0,4
b3a0fd87e,7,0,0,1,1,0,1,0,1,0,1,0,1,0,17.0,16.0,1.0,289,289,0,1.0,256.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,14,17,48,16.0,4
7968d49d0,8,0,0,0,1,0,1,0,1,0,1,0,1,2,0.0,8.6000004,1.4,9,0,4,1.9599999,73.96000699999999,4,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,1,0.14285714285714285,0,0,0.0,3,11,49,7.0,4
fd10905bc,4,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0,4.3333335,1.3333334,0,0,1,1.7777778999999998,18.777779,2,1,2,2,2,6,2,2,0,1,0.25,1,1,0.25,1,2,0.5,0,0,0.0,0,8,14,3.5,2
87d4fc249,7,0,0,1,1,0,1,0,1,0,1,0,1,0,14.0,12.5,0.66666669,196,196,0,0.44444448,156.25,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,11,14,25,12.5,4
1d644ed80,8,1,2,1,1,0,1,0,1,0,1,0,1,2,0.0,17.0,1.3333334,289,0,4,1.7777778999999998,289.0,0,0,2,2,2,6,1,4,1,1,0.3333333333333333,1,1,0.3333333333333333,1,1,0.3333333333333333,1,1,0.3333333333333333,0,17,21,7.0,4
f525a50fb,6,1,1,1,1,0,1,0,1,0,1,0,1,1,0.0,17.5,1.0,196,0,1,1.0,306.25,0,0,2,2,2,6,1,3,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,21,35,11.666666666666666,4
3a50d6d95,7,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,12.0,0.33333334,144,0,0,0.11111112,144.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,12,12,12,12.0,4
311198ced,5,0,0,1,0,0,1,0,1,0,1,0,1,0,17.0,15.666667000000002,1.5,289,289,0,2.25,245.44446,0,5,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,13,17,47,15.666666666666666,4
2d8493ec0,6,0,0,1,1,0,1,0,1,0,0,0,1,0,15.0,11.666667,1.5,225,225,0,2.25,136.11111,0,0,2,1,2,5,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,6,15,35,11.666666666666666,4
b64f4194f,11,0,0,0,1,0,1,0,1,0,1,0,1,0,9.0,8.0,0.75,81,81,0,0.5625,64.0,2,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,9,16,8.0,4
48446f702,11,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,11.0,0.75,121,0,0,0.5625,121.0,2,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11,11,11,11.0,4
17f5db873,11,0,0,0,1,0,1,0,1,0,1,0,1,0,11.0,11.0,0.75,121,121,0,0.5625,121.0,2,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11,11,11,11.0,4
